1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd
1057.0,0.0,3.0,No,417.0,Rec,640.0,,576.0,Fin,1977.0,1057.0,TA,7420.0,70.0,0.0,0.0,5.0,5.0,1057.0,,1962.0,1962.0
1110.0,0.0,,Av,1097.0,GLQ,0.0,,602.0,Fin,1978.0,1110.0,Gd,9101.0,,104.0,30.0,6.0,5.0,1097.0,,1978.0,1978.0
1164.0,1106.0,4.0,No,524.0,GLQ,628.0,,671.0,Fin,1999.0,2270.0,Gd,11764.0,92.0,348.0,57.0,7.0,8.0,1152.0,,1999.0,2007.0
2018.0,0.0,3.0,Gd,0.0,Unf,2002.0,,746.0,Fin,2009.0,2018.0,Ex,13214.0,89.0,0.0,76.0,5.0,9.0,2002.0,,2008.0,2009.0
672.0,714.0,3.0,Mn,438.0,Rec,234.0,,440.0,Fin,1978.0,1386.0,TA,11616.0,,328.0,0.0,5.0,6.0,672.0,,1978.0,1978.0
1082.0,871.0,3.0,Mn,0.0,Unf,1082.0,,1043.0,RFn,2005.0,1953.0,Gd,10574.0,85.0,0.0,50.0,5.0,8.0,1082.0,,2005.0,2006.0
1337.0,0.0,2.0,No,733.0,GLQ,604.0,,462.0,RFn,1993.0,1337.0,Gd,5395.0,41.0,0.0,0.0,5.0,8.0,1337.0,,1993.0,1993.0
997.0,1288.0,4.0,No,0.0,Unf,969.0,,648.0,Fin,2000.0,2285.0,Gd,11000.0,,72.0,56.0,5.0,8.0,969.0,,2000.0,2000.0
1718.0,0.0,3.0,Gd,1288.0,GLQ,417.0,0.0,826.0,RFn,2007.0,1718.0,Gd,10637.0,79.0,336.0,44.0,5.0,8.0,1705.0,,2007.0,2008.0
1086.0,0.0,3.0,Av,516.0,ALQ,380.0,,484.0,RFn,1966.0,1086.0,TA,13400.0,85.0,1047.0,0.0,5.0,5.0,1024.0,,1966.0,1966.0
1555.0,0.0,2.0,No,0.0,Unf,1373.0,,660.0,Fin,2007.0,1555.0,Gd,3684.0,53.0,130.0,20.0,5.0,7.0,1373.0,,2007.0,2007.0
1902.0,0.0,3.0,Av,1406.0,GLQ,496.0,,567.0,Fin,1959.0,1902.0,Ex,17500.0,100.0,0.0,207.0,8.0,7.0,1902.0,0.0,1959.0,2002.0
1298.0,1216.0,4.0,No,1216.0,LwQ,0.0,,693.0,Fin,1990.0,2514.0,TA,11170.0,,0.0,0.0,5.0,7.0,1216.0,,1990.0,1991.0
1224.0,0.0,2.0,Av,1086.0,GLQ,0.0,,528.0,Unf,1979.0,1224.0,TA,7018.0,64.0,275.0,0.0,5.0,5.0,1086.0,,1979.0,1979.0
1054.0,0.0,3.0,No,602.0,ALQ,14.0,,460.0,Unf,1969.0,1054.0,TA,9750.0,65.0,0.0,0.0,8.0,6.0,1054.0,,1969.0,1969.0
1276.0,1336.0,4.0,No,854.0,GLQ,371.0,,676.0,Fin,1998.0,2612.0,Gd,12203.0,98.0,975.0,0.0,5.0,8.0,1225.0,,1998.0,1999.0
902.0,0.0,3.0,No,599.0,GLQ,277.0,,288.0,Unf,1967.0,902.0,TA,6173.0,,75.0,0.0,6.0,5.0,876.0,,1967.0,1967.0
1153.0,,4.0,No,692.0,GLQ,153.0,,484.0,RFn,1983.0,2353.0,Ex,13005.0,94.0,278.0,195.0,7.0,7.0,845.0,,1980.0,1980.0
689.0,703.0,3.0,No,378.0,GLQ,311.0,,299.0,Fin,1977.0,1392.0,TA,10900.0,,153.0,36.0,7.0,6.0,689.0,,1977.0,1977.0
1155.0,0.0,3.0,Av,899.0,ALQ,210.0,,576.0,Unf,1987.0,1155.0,Gd,11782.0,88.0,0.0,0.0,7.0,5.0,1109.0,192.0,1961.0,1995.0
1136.0,768.0,3.0,No,180.0,Rec,676.0,,240.0,Unf,1950.0,1904.0,TA,7200.0,60.0,0.0,0.0,4.0,5.0,1208.0,,1950.0,1982.0
950.0,208.0,3.0,No,0.0,Unf,862.0,,208.0,RFn,1929.0,1158.0,TA,6000.0,50.0,0.0,0.0,7.0,6.0,862.0,,1929.0,1950.0
751.0,611.0,3.0,Mn,0.0,Unf,611.0,,502.0,Fin,1920.0,1362.0,TA,6155.0,60.0,0.0,0.0,8.0,6.0,611.0,,1920.0,1999.0
1005.0,1286.0,4.0,No,0.0,Unf,975.0,,429.0,Fin,1999.0,2291.0,Gd,8738.0,66.0,302.0,0.0,5.0,7.0,975.0,,1999.0,1999.0
649.0,668.0,3.0,No,0.0,Unf,649.0,,250.0,Unf,1920.0,1317.0,TA,8500.0,50.0,0.0,54.0,4.0,4.0,649.0,,1920.0,1950.0
1734.0,0.0,3.0,No,1004.0,GLQ,730.0,,928.0,,2007.0,1734.0,Ex,12085.0,93.0,328.0,0.0,5.0,8.0,1734.0,,2007.0,2007.0
1194.0,0.0,3.0,No,0.0,Unf,1194.0,,312.0,RFn,1959.0,1194.0,TA,8760.0,73.0,220.0,0.0,6.0,6.0,1194.0,,1959.0,1959.0
876.0,540.0,4.0,Mn,0.0,Unf,876.0,,720.0,Unf,1949.0,1416.0,TA,12665.0,100.0,0.0,0.0,8.0,5.0,876.0,,1915.0,1950.0
1383.0,0.0,3.0,Mn,1064.0,BLQ,319.0,,354.0,,1954.0,1383.0,TA,13284.0,,0.0,116.0,5.0,5.0,1383.0,,1954.0,1954.0
1001.0,1001.0,,No,284.0,BLQ,717.0,,871.0,Unf,1949.0,2002.0,TA,6270.0,82.0,0.0,0.0,6.0,5.0,1001.0,,1949.0,1950.0
1496.0,0.0,,Av,0.0,Unf,1496.0,,474.0,,2007.0,1496.0,Gd,9158.0,76.0,140.0,130.0,5.0,8.0,1496.0,,2007.0,2007.0
984.0,620.0,3.0,No,408.0,,156.0,0.0,660.0,Unf,1977.0,1604.0,TA,10998.0,60.0,0.0,68.0,5.0,5.0,984.0,,1941.0,1960.0
764.0,0.0,2.0,No,0.0,Unf,680.0,,504.0,Unf,1965.0,764.0,TA,5232.0,30.0,0.0,0.0,5.0,5.0,680.0,,1925.0,2004.0
977.0,755.0,3.0,No,0.0,,741.0,,476.0,Fin,1985.0,1732.0,Gd,9206.0,77.0,336.0,46.0,5.0,6.0,741.0,,1985.0,1985.0
1494.0,0.0,3.0,Av,0.0,Unf,1494.0,,840.0,RFn,2006.0,1494.0,Gd,10652.0,91.0,306.0,33.0,5.0,7.0,1494.0,160.0,2006.0,2007.0
986.0,0.0,2.0,No,0.0,Unf,960.0,0.0,180.0,Unf,1926.0,986.0,TA,6180.0,60.0,0.0,128.0,5.0,6.0,960.0,,1926.0,1950.0
1145.0,0.0,2.0,No,16.0,GLQ,1129.0,,397.0,Fin,2005.0,1145.0,Gd,3182.0,43.0,11.0,16.0,5.0,7.0,1145.0,,2005.0,2006.0
742.0,742.0,3.0,No,0.0,Unf,742.0,,0.0,None,,1484.0,TA,6300.0,35.0,0.0,291.0,6.0,6.0,742.0,,1914.0,2001.0
1344.0,0.0,3.0,No,111.0,GLQ,354.0,,525.0,RFn,1958.0,1344.0,Gd,14375.0,,541.0,118.0,6.0,6.0,819.0,,1958.0,1958.0
958.0,581.0,3.0,No,0.0,Unf,650.0,,686.0,Unf,1983.0,1539.0,Gd,10440.0,60.0,0.0,78.0,8.0,5.0,650.0,,1904.0,2002.0
1134.0,1370.0,4.0,No,0.0,Unf,1122.0,,656.0,Fin,2005.0,2504.0,Ex,11198.0,77.0,245.0,39.0,5.0,9.0,1122.0,,2005.0,2007.0
747.0,0.0,1.0,Mn,0.0,Unf,600.0,,528.0,Unf,1953.0,747.0,TA,5825.0,52.0,108.0,0.0,5.0,4.0,600.0,,1926.0,1953.0
1108.0,989.0,,Av,975.0,GLQ,133.0,,583.0,RFn,1998.0,2097.0,Gd,9750.0,75.0,0.0,170.0,6.0,7.0,1108.0,,1998.0,1998.0
3138.0,1538.0,3.0,Gd,2260.0,GLQ,878.0,,884.0,Fin,2007.0,4676.0,Ex,40094.0,130.0,762.0,406.0,5.0,10.0,3138.0,,2007.0,2008.0
786.0,390.0,2.0,No,0.0,Unf,698.0,,624.0,Unf,1999.0,1176.0,TA,6000.0,50.0,0.0,0.0,9.0,6.0,698.0,,1937.0,2000.0
720.0,0.0,2.0,No,495.0,Rec,225.0,,0.0,None,,720.0,TA,7879.0,60.0,0.0,523.0,5.0,4.0,720.0,,1920.0,1950.0
1580.0,0.0,3.0,No,0.0,Unf,1580.0,,830.0,RFn,2008.0,1580.0,Gd,11932.0,92.0,186.0,24.0,5.0,8.0,1580.0,,2007.0,2008.0
1440.0,0.0,4.0,Gd,1440.0,,0.0,,0.0,None,,1440.0,TA,7711.0,42.0,0.0,0.0,3.0,4.0,1440.0,,1977.0,1977.0
738.0,,3.0,No,193.0,GLQ,545.0,,540.0,Fin,2005.0,1476.0,Gd,8633.0,64.0,0.0,35.0,5.0,6.0,738.0,,2005.0,2005.0
1500.0,0.0,3.0,Av,20.0,GLQ,1480.0,,570.0,RFn,2004.0,1500.0,Gd,8487.0,63.0,210.0,36.0,5.0,7.0,1500.0,,2004.0,2004.0
884.0,464.0,3.0,No,0.0,,884.0,,216.0,Unf,1960.0,1348.0,TA,6000.0,50.0,0.0,0.0,8.0,5.0,884.0,,1925.0,1997.0
1200.0,0.0,1.0,Mn,661.0,GLQ,203.0,,884.0,Unf,1977.0,1200.0,Gd,9230.0,71.0,166.0,64.0,8.0,5.0,864.0,,1965.0,1998.0
1394.0,0.0,3.0,No,609.0,BLQ,785.0,,514.0,RFn,1963.0,1394.0,TA,9500.0,,247.0,76.0,5.0,6.0,1394.0,,1963.0,1963.0
800.0,832.0,4.0,No,400.0,GLQ,336.0,,484.0,Unf,1966.0,1632.0,Gd,9130.0,,252.0,40.0,8.0,6.0,800.0,,1966.0,2000.0
912.0,0.0,3.0,No,842.0,ALQ,70.0,0.0,336.0,Unf,1974.0,912.0,TA,8521.0,70.0,0.0,0.0,5.0,5.0,912.0,0.0,1967.0,1967.0
1370.0,1254.0,4.0,No,1128.0,BLQ,242.0,,864.0,Unf,1918.0,2624.0,TA,22420.0,86.0,0.0,0.0,6.0,6.0,1370.0,,1918.0,1950.0
1696.0,0.0,3.0,No,0.0,Unf,1140.0,,349.0,,1962.0,1696.0,TA,13673.0,40.0,0.0,30.0,5.0,5.0,1140.0,,1962.0,1962.0
682.0,548.0,2.0,No,0.0,Unf,440.0,,440.0,Unf,1966.0,1230.0,TA,10440.0,60.0,0.0,0.0,6.0,5.0,440.0,,1910.0,1981.0
1549.0,1178.0,3.0,No,297.0,Rec,556.0,,440.0,Unf,1932.0,2727.0,Gd,10570.0,70.0,0.0,74.0,8.0,8.0,853.0,,1932.0,1994.0
728.0,728.0,3.0,No,0.0,Unf,728.0,,429.0,RFn,2006.0,1456.0,TA,15578.0,105.0,0.0,0.0,5.0,6.0,728.0,,2006.0,2006.0
864.0,0.0,3.0,No,375.0,,250.0,,660.0,Unf,1989.0,864.0,Gd,6960.0,60.0,0.0,0.0,6.0,4.0,864.0,,1970.0,1970.0
970.0,739.0,3.0,No,0.0,Unf,970.0,,380.0,Unf,2004.0,1709.0,Gd,2522.0,24.0,50.0,40.0,5.0,6.0,970.0,,2004.0,2006.0
810.0,855.0,3.0,No,643.0,GLQ,167.0,,528.0,Fin,2001.0,1665.0,Gd,8400.0,70.0,0.0,45.0,6.0,8.0,810.0,,2001.0,2001.0
1372.0,1274.0,,Gd,987.0,GLQ,360.0,144.0,656.0,RFn,1993.0,2646.0,Gd,9900.0,90.0,256.0,60.0,5.0,7.0,1347.0,,1993.0,1993.0
798.0,,3.0,No,0.0,Unf,798.0,,595.0,RFn,2003.0,1640.0,Gd,7226.0,72.0,0.0,45.0,5.0,7.0,798.0,0.0,2003.0,2003.0
1014.0,685.0,3.0,Mn,440.0,BLQ,538.0,,420.0,Unf,1920.0,1699.0,TA,10615.0,107.0,0.0,74.0,5.0,3.0,978.0,,1900.0,1970.0
1663.0,0.0,2.0,Gd,1116.0,BLQ,248.0,,529.0,,1954.0,1663.0,Gd,53227.0,,0.0,137.0,6.0,4.0,1364.0,,1954.0,1994.0
1728.0,0.0,6.0,No,1332.0,Rec,396.0,,504.0,Unf,1963.0,1728.0,TA,9100.0,70.0,336.0,0.0,5.0,5.0,1728.0,0.0,1963.0,1963.0
1055.0,790.0,,No,0.0,Unf,1055.0,,462.0,RFn,1992.0,1845.0,Gd,11218.0,70.0,0.0,104.0,5.0,6.0,1055.0,,1992.0,1992.0
1020.0,831.0,3.0,Gd,536.0,BLQ,169.0,,440.0,RFn,1964.0,1851.0,Gd,9760.0,80.0,340.0,42.0,8.0,6.0,822.0,,1964.0,1993.0
1489.0,0.0,3.0,No,0.0,Unf,1489.0,,776.0,RFn,2006.0,1489.0,Gd,11216.0,81.0,0.0,140.0,5.0,8.0,1489.0,,2006.0,2006.0
864.0,0.0,2.0,No,612.0,Rec,252.0,,300.0,Unf,2008.0,864.0,TA,9100.0,70.0,0.0,0.0,6.0,6.0,864.0,,1959.0,1959.0
1256.0,0.0,3.0,No,830.0,BLQ,136.0,0.0,276.0,Fin,1965.0,1256.0,TA,9937.0,75.0,0.0,68.0,6.0,5.0,1256.0,736.0,1965.0,1965.0
816.0,0.0,2.0,No,816.0,,0.0,,816.0,Fin,1985.0,816.0,TA,6600.0,60.0,0.0,0.0,8.0,5.0,816.0,,1982.0,2003.0
902.0,918.0,4.0,Gd,454.0,ALQ,410.0,,492.0,Unf,1965.0,1820.0,Gd,13700.0,,288.0,84.0,6.0,7.0,864.0,,1965.0,1988.0
912.0,1215.0,4.0,Mn,48.0,BLQ,422.0,,833.0,RFn,1991.0,2127.0,Gd,13125.0,103.0,0.0,192.0,5.0,7.0,1104.0,,1991.0,1991.0
1065.0,0.0,3.0,No,0.0,Unf,1065.0,,461.0,Unf,1974.0,1065.0,TA,8892.0,80.0,66.0,0.0,5.0,5.0,1065.0,,1960.0,1960.0
1200.0,0.0,4.0,No,0.0,Unf,1200.0,,312.0,Unf,1923.0,1200.0,TA,11340.0,84.0,0.0,0.0,5.0,6.0,1200.0,,1923.0,1950.0
1208.0,0.0,2.0,Av,686.0,GLQ,501.0,,632.0,RFn,2006.0,1208.0,Gd,6762.0,64.0,24.0,61.0,5.0,7.0,1187.0,,2006.0,2006.0
1133.0,1349.0,4.0,Gd,0.0,Unf,1094.0,,642.0,Fin,2005.0,2482.0,Gd,12665.0,88.0,245.0,39.0,5.0,8.0,1094.0,,2005.0,2006.0
1720.0,,3.0,No,919.0,GLQ,801.0,,527.0,Fin,1996.0,1720.0,Gd,10593.0,59.0,338.0,56.0,5.0,7.0,1720.0,,1996.0,1996.0
840.0,0.0,3.0,No,116.0,LwQ,556.0,,0.0,None,,840.0,TA,4388.0,55.0,0.0,0.0,7.0,5.0,672.0,,1930.0,1950.0
1294.0,0.0,3.0,No,1200.0,GLQ,78.0,,496.0,,1991.0,1294.0,Gd,7153.0,,88.0,51.0,5.0,6.0,1278.0,,1991.0,1991.0
1090.0,0.0,2.0,No,980.0,ALQ,110.0,,450.0,Fin,2005.0,1090.0,TA,7024.0,60.0,0.0,49.0,5.0,5.0,1090.0,,2005.0,2006.0
1165.0,,4.0,No,0.0,Unf,1141.0,0.0,420.0,Fin,1998.0,2263.0,Gd,12090.0,93.0,650.0,123.0,5.0,8.0,1141.0,144.0,1998.0,1998.0
969.0,0.0,3.0,Av,716.0,BLQ,253.0,,440.0,Unf,1975.0,969.0,TA,10356.0,120.0,0.0,0.0,6.0,5.0,969.0,,1975.0,1975.0
894.0,0.0,2.0,No,0.0,Unf,894.0,,1248.0,RFn,1994.0,894.0,TA,18000.0,120.0,0.0,20.0,4.0,3.0,894.0,0.0,1935.0,1950.0
1028.0,,2.0,No,0.0,Unf,1008.0,,360.0,Unf,1927.0,1028.0,TA,8960.0,56.0,0.0,0.0,6.0,5.0,1008.0,,1927.0,1950.0
979.0,979.0,4.0,No,484.0,Rec,495.0,,492.0,Unf,1946.0,1958.0,TA,7136.0,82.0,423.0,0.0,6.0,6.0,979.0,,1946.0,1950.0
1795.0,0.0,2.0,Av,0.0,Unf,1795.0,,895.0,RFn,2007.0,1795.0,Gd,9986.0,75.0,428.0,49.0,5.0,8.0,1795.0,,2006.0,2007.0
1940.0,0.0,3.0,Av,1646.0,GLQ,284.0,,606.0,Fin,2010.0,1940.0,Ex,10159.0,83.0,450.0,95.0,5.0,9.0,1930.0,,2009.0,2010.0
1178.0,0.0,3.0,No,1084.0,BLQ,92.0,,439.0,Unf,1973.0,1178.0,Gd,10000.0,80.0,0.0,0.0,6.0,5.0,1176.0,,1973.0,2000.0
810.0,672.0,,No,156.0,BLQ,516.0,,400.0,Unf,1934.0,1482.0,Fa,12155.0,,0.0,0.0,8.0,6.0,672.0,,1925.0,1950.0
1428.0,0.0,3.0,No,0.0,,1417.0,,554.0,RFn,2008.0,1428.0,Ex,12274.0,91.0,256.0,60.0,5.0,7.0,1417.0,,2008.0,2008.0
864.0,0.0,,Av,460.0,BLQ,404.0,,338.0,Unf,1972.0,864.0,TA,15523.0,36.0,0.0,0.0,6.0,5.0,864.0,,1972.0,1972.0
616.0,495.0,3.0,Mn,236.0,LwQ,0.0,,200.0,Unf,1941.0,1111.0,TA,9084.0,60.0,0.0,0.0,6.0,5.0,616.0,,1941.0,1950.0
680.0,790.0,3.0,No,310.0,,370.0,,420.0,Fin,1993.0,1470.0,TA,9765.0,,68.0,63.0,8.0,6.0,680.0,,1993.0,1993.0
1116.0,0.0,3.0,No,0.0,Unf,1116.0,,440.0,Unf,1962.0,1116.0,TA,10000.0,87.0,261.0,0.0,6.0,6.0,1116.0,,1962.0,1962.0
864.0,,2.0,No,414.0,,450.0,,288.0,Unf,1959.0,864.0,Gd,7332.0,60.0,207.0,0.0,6.0,6.0,864.0,,1959.0,1959.0
1297.0,0.0,,No,1213.0,Rec,84.0,0.0,498.0,Fin,1954.0,1297.0,TA,8532.0,74.0,650.0,0.0,6.0,5.0,1297.0,,1954.0,1990.0
1113.0,0.0,3.0,No,607.0,ALQ,506.0,,264.0,Unf,1950.0,1113.0,Gd,9600.0,80.0,0.0,80.0,7.0,5.0,1113.0,,1950.0,2007.0
1501.0,0.0,3.0,Gd,679.0,GLQ,811.0,,577.0,RFn,1999.0,1501.0,Gd,10335.0,78.0,183.0,29.0,5.0,7.0,1490.0,,1999.0,1999.0
764.0,783.0,3.0,Mn,24.0,GLQ,732.0,,614.0,Unf,2009.0,1547.0,Gd,8640.0,72.0,0.0,45.0,5.0,7.0,756.0,,2009.0,2009.0
991.0,956.0,3.0,No,222.0,GLQ,769.0,,678.0,RFn,2004.0,1947.0,Gd,12552.0,100.0,0.0,136.0,5.0,7.0,991.0,,2004.0,2005.0
1717.0,0.0,3.0,Av,0.0,Unf,1709.0,,908.0,RFn,2006.0,1717.0,Gd,11146.0,87.0,250.0,39.0,5.0,8.0,1709.0,,2006.0,2006.0
1052.0,0.0,3.0,Av,504.0,,506.0,,440.0,Unf,1971.0,1052.0,TA,8816.0,80.0,80.0,0.0,7.0,6.0,1010.0,,1971.0,1971.0
1127.0,886.0,3.0,Av,862.0,,255.0,,455.0,Unf,1997.0,2013.0,TA,9920.0,92.0,0.0,130.0,5.0,7.0,1117.0,,1996.0,1997.0
1266.0,0.0,2.0,Av,0.0,Unf,1266.0,,388.0,Fin,2007.0,1266.0,Gd,3182.0,43.0,16.0,16.0,5.0,7.0,1266.0,,2007.0,2007.0
1992.0,876.0,4.0,Av,240.0,GLQ,1752.0,,716.0,Fin,2005.0,2868.0,Ex,16056.0,85.0,208.0,108.0,5.0,9.0,1992.0,,2005.0,2006.0
980.0,1276.0,4.0,No,300.0,GLQ,652.0,,554.0,Fin,2000.0,2256.0,Gd,8795.0,,0.0,54.0,5.0,7.0,952.0,,2000.0,2000.0
1414.0,0.0,3.0,Av,24.0,GLQ,1390.0,,494.0,RFn,2004.0,1414.0,Gd,8773.0,65.0,98.0,105.0,5.0,7.0,1414.0,,2004.0,2004.0
936.0,785.0,3.0,No,814.0,GLQ,114.0,,471.0,,1994.0,1721.0,Gd,8462.0,70.0,105.0,87.0,5.0,6.0,928.0,300.0,1994.0,1994.0
811.0,741.0,3.0,No,550.0,ALQ,163.0,,434.0,RFn,1975.0,1552.0,TA,11475.0,85.0,0.0,208.0,6.0,6.0,713.0,,1975.0,1975.0
698.0,430.0,2.0,No,0.0,Unf,698.0,,528.0,RFn,1980.0,1128.0,TA,7500.0,60.0,0.0,0.0,4.0,4.0,698.0,,1920.0,1950.0
1118.0,0.0,3.0,Av,522.0,ALQ,574.0,,358.0,Fin,1977.0,1118.0,TA,9880.0,76.0,0.0,0.0,6.0,6.0,1096.0,,1977.0,1977.0
1728.0,0.0,4.0,Gd,936.0,Rec,396.0,,574.0,Unf,1976.0,1728.0,TA,12640.0,55.0,0.0,0.0,5.0,6.0,1728.0,,1976.0,1976.0
1686.0,762.0,4.0,No,1361.0,GLQ,88.0,,711.0,RFn,1994.0,2448.0,Gd,46589.0,52.0,528.0,76.0,7.0,8.0,1629.0,,1994.0,2005.0
1473.0,0.0,1.0,Gd,1324.0,GLQ,113.0,,452.0,Unf,1968.0,1473.0,Ex,25095.0,65.0,0.0,48.0,8.0,5.0,1437.0,,1968.0,2003.0
1187.0,530.0,3.0,Mn,902.0,LwQ,254.0,,400.0,RFn,1990.0,1717.0,Gd,13758.0,44.0,117.0,36.0,5.0,7.0,1156.0,,1990.0,1991.0
1166.0,0.0,2.0,Gd,655.0,GLQ,201.0,,400.0,Fin,2005.0,1166.0,Gd,9587.0,59.0,182.0,0.0,5.0,7.0,856.0,,2005.0,2005.0
1370.0,0.0,2.0,Mn,24.0,GLQ,1346.0,,484.0,RFn,2006.0,1370.0,Gd,6442.0,44.0,178.0,49.0,5.0,8.0,1370.0,,2006.0,2006.0
1724.0,0.0,3.0,Av,528.0,ALQ,1152.0,,480.0,RFn,1967.0,1724.0,TA,17871.0,,359.0,0.0,5.0,6.0,1680.0,,1967.0,1976.0
970.0,739.0,,No,0.0,Unf,970.0,,380.0,Unf,2004.0,1709.0,Gd,2522.0,24.0,50.0,40.0,5.0,7.0,970.0,,2004.0,2004.0
483.0,,2.0,No,358.0,ALQ,125.0,,264.0,Unf,1971.0,987.0,TA,1680.0,21.0,604.0,0.0,3.0,6.0,483.0,,1971.0,1971.0
901.0,901.0,4.0,No,352.0,LwQ,441.0,,216.0,Unf,1920.0,1802.0,TA,7588.0,54.0,0.0,0.0,6.0,7.0,793.0,0.0,1920.0,1950.0
1170.0,1175.0,4.0,No,503.0,Rec,449.0,,360.0,Unf,1932.0,2345.0,TA,16560.0,80.0,0.0,0.0,8.0,6.0,952.0,,1932.0,1950.0
1068.0,0.0,3.0,No,663.0,GLQ,396.0,,264.0,RFn,1963.0,1068.0,TA,8414.0,70.0,0.0,0.0,8.0,6.0,1059.0,,1963.0,2003.0
1617.0,0.0,2.0,No,165.0,LwQ,598.0,,533.0,,1993.0,1617.0,Gd,8012.0,50.0,0.0,69.0,5.0,6.0,1604.0,,1993.0,1994.0
1244.0,0.0,3.0,No,777.0,Rec,467.0,,336.0,Unf,1957.0,1244.0,TA,11988.0,90.0,0.0,40.0,6.0,6.0,1244.0,,1957.0,1957.0
1180.0,0.0,2.0,No,0.0,Unf,700.0,,252.0,Unf,1922.0,1180.0,Fa,11600.0,80.0,0.0,0.0,5.0,4.0,700.0,,1922.0,1950.0
520.0,623.0,2.0,No,0.0,Unf,600.0,0.0,480.0,RFn,2005.0,1223.0,Gd,2544.0,24.0,0.0,166.0,5.0,7.0,600.0,,2005.0,2005.0
1686.0,0.0,3.0,No,625.0,BLQ,0.0,,612.0,Unf,1980.0,1686.0,TA,10240.0,79.0,157.0,131.0,6.0,6.0,1686.0,,1980.0,1980.0
1646.0,0.0,3.0,Gd,1513.0,GLQ,125.0,,800.0,RFn,2008.0,1646.0,Gd,9520.0,71.0,338.0,44.0,5.0,8.0,1638.0,192.0,2007.0,2008.0
1144.0,0.0,3.0,No,594.0,BLQ,270.0,,264.0,RFn,1961.0,1144.0,TA,10000.0,80.0,0.0,0.0,6.0,5.0,864.0,,1961.0,1983.0
939.0,858.0,3.0,Av,0.0,Unf,939.0,0.0,639.0,,2006.0,1797.0,Gd,9245.0,79.0,0.0,53.0,5.0,7.0,939.0,144.0,2006.0,2006.0
1224.0,0.0,2.0,None,0.0,None,0.0,,462.0,Unf,1962.0,1224.0,TA,9842.0,70.0,0.0,0.0,5.0,4.0,0.0,0.0,1962.0,1962.0
992.0,873.0,3.0,No,735.0,GLQ,257.0,,839.0,,2000.0,1865.0,Gd,10316.0,,0.0,184.0,5.0,7.0,992.0,,2000.0,2000.0
1056.0,0.0,3.0,No,846.0,Rec,210.0,0.0,308.0,RFn,1958.0,1056.0,TA,8176.0,70.0,0.0,0.0,6.0,5.0,1056.0,,1958.0,1992.0
1966.0,1174.0,4.0,No,0.0,Unf,1926.0,,820.0,Fin,2009.0,3140.0,Ex,13518.0,104.0,860.0,78.0,5.0,9.0,1926.0,,2008.0,2009.0
1212.0,0.0,3.0,Av,506.0,ALQ,0.0,,492.0,Unf,1978.0,1212.0,TA,8471.0,88.0,46.0,12.0,7.0,6.0,506.0,292.0,1977.0,1995.0
1694.0,0.0,3.0,Av,1369.0,GLQ,317.0,,636.0,RFn,2004.0,1694.0,Gd,10084.0,75.0,186.0,57.0,5.0,8.0,1686.0,,2004.0,2005.0
802.0,709.0,3.0,Av,714.0,GLQ,88.0,,413.0,Fin,1997.0,1511.0,TA,11207.0,70.0,0.0,75.0,5.0,6.0,802.0,,1997.0,1997.0
1057.0,0.0,3.0,No,731.0,GLQ,326.0,,246.0,Unf,1953.0,1057.0,Gd,7922.0,68.0,0.0,52.0,7.0,5.0,1057.0,,1953.0,2007.0
1246.0,1044.0,4.0,No,0.0,Unf,777.0,,560.0,Unf,1971.0,2290.0,TA,11340.0,60.0,0.0,0.0,6.0,4.0,777.0,,1885.0,1950.0
1377.0,806.0,4.0,No,1002.0,GLQ,0.0,,786.0,Unf,1988.0,2183.0,Gd,13837.0,,178.0,0.0,5.0,7.0,1204.0,0.0,1988.0,1988.0
1699.0,1523.0,5.0,Mn,1470.0,GLQ,203.0,,594.0,Unf,1990.0,3222.0,Gd,12376.0,90.0,0.0,0.0,5.0,7.0,1673.0,,1990.0,1990.0
909.0,807.0,2.0,No,0.0,Unf,880.0,0.0,512.0,RFn,1996.0,1716.0,Gd,8750.0,70.0,0.0,120.0,5.0,7.0,880.0,,1996.0,1996.0
1342.0,0.0,3.0,No,251.0,Rec,491.0,,457.0,Unf,1967.0,1342.0,TA,9790.0,,0.0,0.0,5.0,6.0,1372.0,,1967.0,1967.0
1504.0,0.0,2.0,No,16.0,GLQ,1330.0,0.0,437.0,Fin,2005.0,1504.0,Gd,3182.0,43.0,14.0,20.0,5.0,7.0,1346.0,,2005.0,2006.0
1053.0,,3.0,No,0.0,Unf,1053.0,,648.0,RFn,2003.0,1992.0,Gd,9375.0,75.0,768.0,45.0,5.0,8.0,1053.0,,2003.0,2004.0
624.0,628.0,2.0,No,510.0,BLQ,90.0,,462.0,,1999.0,1252.0,Gd,2160.0,24.0,212.0,48.0,5.0,7.0,600.0,,1999.0,2000.0
999.0,0.0,3.0,No,588.0,ALQ,411.0,,264.0,Unf,1963.0,999.0,Gd,7758.0,,0.0,132.0,7.0,5.0,999.0,,1962.0,2001.0
